sub_id,Duration (in seconds),RecordedDate,LocationLatitude,LocationLongitude,consent,citizen,us_location,prolificID_typed,selfBFI_1,selfBFI_2,selfBFI_3,selfBFI_4,selfBFI_5,selfBFI_6,selfBFI_7,selfBFI_8,selfBFI_9,selfBFI_10,selfBFI_11,selfBFI_12,selfBFI_13,selfBFI_14,selfBFI_15,selfBFI_16,selfBFI_17,selfBFI_18,selfBFI_19,selfED_1,selfED_2,selfED_3,selfED_4,selfED_5,qcheck_bfi_notsupport,qcheck2_bfi_notsupport,SterBFIAnti_1,SterBFIAnti_2,SterBFIAnti_3,SterBFIAnti_4,SterBFIAnti_5,SterBFIAnti_6,SterBFIAnti_7,SterBFIAnti_8,SterBFIAnti_9,SterBFIAnti_10,SterBFIAnti_11,SterBFIAnti_12,SterBFIAnti_13,SterBFIAnti_14,SterBFIAnti_15,SterBFIAnti_16,SterBFIAnti_17,SterBFIAnti_18,SterBFIAnti_19,SterEDAnti_1,SterEDAnti_2,SterEDAnti_3,SterEDAnti_4,SterEDAnti_5,qcheck_bfi_trump,qcheck2_bfi_trump,SterBFITrump_1,SterBFITrump_2,SterBFITrump_3,SterBFITrump_4,SterBFITrump_5,SterBFITrump_6,SterBFITrump_7,SterBFITrump_8,SterBFITrump_9,SterBFITrump_10,SterBFITrump_11,SterBFITrump_12,SterBFITrump_13,SterBFITrump_14,SterBFITrump_15,SterBFITrump_16,SterBFITrump_17,SterBFITrump_18,SterBFITrump_19,SterEDTrump_1,SterEDTrump_2,SterEDTrump_3,SterEDTrump_4,SterEDTrump_5,opin_pol,opin_pol_lastchance,opin_pol2,day_support_trump_targ,questionable_pt,qcheck_targ_trump,qcheck2_targ_trump,TargBFITrump_1,TargBFITrump_2,TargBFITrump_3,TargBFITrump_4,TargBFITrump_5,TargBFITrump_6,TargBFITrump_7,TargBFITrump_8,TargBFITrump_9,TargBFITrump_10,TargBFITrump_11,TargBFITrump_12,TargBFITrump_13,TargBFITrump_14,TargBFITrump_15,TargBFITrump_16,TargBFITrump_17,TargBFITrump_18,TargBFITrump_19,TargEDTrump_1,TargEDTrump_2,TargEDTrump_3,TargEDTrump_4,TargEDTrump_5,day_nosupport_targ,qcheck_targ_nosupport,qcheck2_targ_nosupport,TargBFIAnti_1,TargBFIAnti_2,TargBFIAnti_3,TargBFIAnti_4,TargBFIAnti_5,TargBFIAnti_6,TargBFIAnti_7,TargBFIAnti_8,TargBFIAnti_9,TargBFIAnti_10,TargBFIAnti_11,TargBFIAnti_12,TargBFIAnti_13,TargBFIAnti_14,TargBFIAnti_15,TargBFIAnti_16,TargBFIAnti_17,TargBFIAnti_18,TargBFIAnti_19,TargEDAnti_1,TargEDAnti_2,TargEDAnti_3,TargEDAnti_4,TargEDAnti_5,cont_pol_trump,fund_pol_trump,lib_pol_trump_8,cons_pol_trump_8,threat_pol_trump,ident_pol_trump,cont_pol_antitrump,fund_pol_antitrump,lib_pol_antitrump_8,cons_pol_antitrump_8,threat_pol_antitrump,ident_pol_antitrump,poli_orient_1,poli_orient_2,poli_orient_3,house_most_members,congress_percent_1,congress_percent_2,age,gender,gender_3_TEXT,education,parent_education,race,race_8_TEXT,country_birth,country_birth_2_TEXT,country_raised,country_raised_2_TEXT,native_language,native_language_2_TEXT,IPAddress
326,1761,10/21/2020 17:23,42.02209473,-88.17050171,1,1,1,5f4800927f525127c85ba4d4,5,4,2,1,4,4,2,3,2,4,2,4,5,5,2,4,2,1,4,4,4,1,2,4,2,,4,5,3,4,4,4,2,4,4,4,4,4,4,2,4,4,3,2,3,2,2,4,2,4,1,,2,1,3,3,2,3,4,4,2,2,4,2,2,3,3,2,4,4,3,2,5,1,5,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen wakes up around 8:30 a.m., makes herself a big cup of coffee after dragging herself out of bed. She gets ready for her psychology class via Zoom call which starts at 9 a.m. After taking some colorful notes for the hour-long lecture, she lies down in bed scrolling through Tumblr, looking at Overwatch and The Legend of Korra fanfictions. She could have masturbated to a couple, but that is not a topic that will be lingered on. She then takes a look at some news related to BLM, COVID-19, and general global news that may be very devastating which leads her to retweet some articles she found. She then eats some lunch, something that might have to do with cheese. Then, she heads out to the backyard (context of a sunny day) and sits outside under some sun. She doesn't stay out too long since she burns super easily. Of course, her scrolling through Tik Tok causes her to forget about the fact that she burns easily. That is the disaster of her day which she then makes a Tik Tok about as well talking about how ""I can be such a dumbass."" Her girlfriends text her laughing emojis and make a bit fun of her, but proceed to give advice on how to treat the sunburn. She watches Netflix for the rest of the evening and then heads to bed at around 12 a.m.",2,,1,5,4,4,5,4,4,2,3,2,4,5,4,2,4,4,2,3,4,2,2,4,4,4,,,,,,,5,4,1,7,4,3,2,2,2,2,35,66,19,1,,3,21,4,,1,,1,,1,,98.212.207.155
327,587,10/21/2020 17:23,41.94500732,-87.79959869,1,1,1,5c43c90d5aca820001f73f6f,2,4,4,5,3,3,3,4,5,3,4,3,3,2,3,,3,2,3,4,4,3,1,2,2,,3,4,3,4,3,2,4,3,4,3,3,3,3,3,3,3,3,4,3,4,4,3,3,3,1,,1,2,5,3,1,5,5,3,2,3,3,1,1,1,2,2,5,5,1,2,4,2,4,3,2,,,She's not that bright. Any woman that would support a sexist monster that only looks at women as objects and not people is more than a bit messed up. ,1,1,,3,2,4,3,3,2,4,3,3,3,3,2,1,2,2,3,5,4,2,2,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,7,5,5,3,3,3,2,20,53,33,1,,3,1,6,,1,,1,,1,,107.77.210.112
328,1005,10/21/2020 17:23,40.39129639,-74.3246994,1,1,1,5dcca03aa91395930545c76c,4,5,2,4,4,2,3,5,5,2,2,2,4,3,5,3,4,3,3,5,5,4,4,3,2,,3,5,3,5,5,4,3,3,4,2,3,5,3,3,5,3,3,2,4,5,5,3,3,3,1,,1,1,3,5,1,3,5,3,3,5,3,1,1,3,1,5,5,5,1,4,5,1,3,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen wakes up early in the morning to get ready to start her boring work day at home. She gets ready in the bathroom room then checks the news to see if Trump and his supporters have done anything stupid. She then makes breakfast and starts working at her desk, doing mundane tasks to barely make a living. At noon she takes a break to have lunch and then gets back to it. After work she watches TV and checks her social media. She goes to bed somewhat early to do the same crap again tomorrow. ",2,,3,5,1,5,5,3,3,3,4,2,4,5,3,4,4,3,2,2,4,3,5,4,2,3,,,,,,,5,5,0,8,5,3,2,1,2,2,45,55,31,1,,5,21,6,,1,,1,,1,,24.191.193.183
329,761,10/21/2020 17:23,48.10769653,-122.7944946,1,1,1,5eb1f6fc96a926357133cbb1,2,5,5,5,1,2,1,5,4,2,3,4,5,1,4,4,5,1,4,5,4,1,5,3,2,,3,5,3,3,4,3,2,3,3,1,3,4,4,4,4,4,3,2,2,4,4,3,3,3,1,,3,1,3,3,1,4,4,5,3,5,3,1,2,1,2,4,4,5,3,2,3,2,3,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jen looks to be a professional who is good at her job and works 9-5 at an office. She has a husband and likes to cook and take part in outdoor activities. She supports women's rights and isn't afraid to stand up for herself.,2,,4,4,2,3,4,4,2,1,2,1,4,4,5,5,4,3,2,1,5,3,4,3,4,3,,,,,,,5,5,0,4,5,1,1,1,2,2,40,61,28,2,,3,24,6,,1,,1,,1,,24.113.174.226
330,763,10/21/2020 17:23,39.80679321,-121.8670044,1,1,1,5a98a60f873cda0001dca147,5,5,1,5,5,1,2,4,5,1,2,3,5,2,4,5,2,1,2,5,5,1,4,2,2,,3,5,3,4,4,4,2,2,3,1,4,4,3,4,5,4,2,1,3,5,4,3,3,4,1,,1,1,3,4,2,4,5,2,2,5,3,1,3,1,1,1,3,5,1,4,5,2,4,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jen is always active and on the go. She has many friends and family members that she likes to spend her spare time with. She is active in her community and lies to volunteer when she can.,2,,2,5,4,2,5,3,2,2,2,1,5,4,4,4,4,4,1,1,4,4,4,4,4,4,,,,,,,5,5,0,9,5,4,1,1,1,3,40,60,29,2,,4,22,6,,1,,1,,1,,76.20.109.70
331,467,10/21/2020 17:23,38.54490662,-121.7405014,1,1,1,5f67bcf82cfb803f8c8f2ab1,5,5,4,4,4,2,3,3,2,2,2,2,4,3,4,5,4,2,5,3,4,1,1,3,2,,4,3,4,5,4,2,2,4,5,2,2,4,2,1,4,5,2,4,1,5,3,5,2,4,1,,1,2,4,1,2,5,4,2,2,2,4,2,5,5,2,4,4,4,4,2,4,3,4,4,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen works an office job and spends her time on social media or consuming other media, She also has a child with her ex-husband, but divorced two years after the child was born.",2,,2,3,3,5,4,2,5,4,5,4,4,4,3,1,3,4,2,2,2,4,3,5,4,2,2,5,0,9,4,3,,,,,,,4,5,4,2,43,61,19,1,,3,2,2,,1,,1,,1,,67.182.21.62
332,981,10/21/2020 17:23,35.22129822,-89.94129944,1,1,1,5debccb0389fde2b5e13fcea,5,4,4,4,4,3,1,2,4,2,2,4,2,2,4,4,2,2,4,5,5,3,2,3,2,,4,5,2,2,5,4,1,2,2,2,4,5,5,5,4,3,2,1,5,5,5,3,4,3,1,,1,1,2,2,1,5,5,2,2,2,5,1,4,2,1,1,5,5,4,4,5,1,4,3,2,,,"Jen wakes up and gets ready for work, she might be a teacher or an office worker. Jen is easy to talk to but she can have strong opinions about certain topics just like most people. Jen goes home, watches some tv, and gets ready for the next day.",1,1,,2,2,5,1,4,4,3,2,2,4,5,3,4,4,2,4,2,4,4,4,4,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,4,2,3,2,1,2,2,47,53,28,1,,2,21,6,,1,,1,,1,,76.107.8.87
333,768,10/21/2020 17:23,32.41430664,-90.11849976,1,1,1,5f828002935db93a4d29d577,5,3,4,5,5,3,4,4,4,1,4,4,4,3,4,3,4,2,2,5,4,3,3,5,1,2,2,3,3,5,3,5,4,3,4,5,5,2,3,2,3,4,5,3,2,3,3,3,3,3,1,,3,4,3,5,4,3,4,3,4,1,4,3,3,3,4,3,5,3,2,3,3,3,3,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"She spends her day as any other typical person, and/or female would. Everybody's idea of typical or normal is different in my opinion.",2,,4,5,3,4,5,4,3,4,3,1,4,4,4,3,4,4,4,2,3,4,4,3,4,4,,,,,,,5,5,4,5,4,5,1,1,1,6,67,54,21,1,,3,24,7,,1,,1,,1,,75.65.61.64
334,623,10/21/2020 17:23,42.21960449,-83.604599,1,1,1,5ddecf14d3ac2affdc8df54c,5,5,1,3,5,2,1,1,2,5,5,3,5,3,5,5,1,1,5,4,4,2,5,1,2,,2,5,2,3,5,3,2,1,3,1,5,4,5,3,5,5,1,2,3,4,4,4,5,2,1,,1,1,4,2,1,3,5,4,3,5,3,1,2,2,2,2,5,5,1,2,4,1,5,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen is a teacher, mom and Democrat who thinks Trump is uncaring, selfish, and narcissistic. She is working on urging voters to participate in the upcoming election to vote out Trump without attending in person gatherings or meetings to help fight against the spread of COVID. Instead, she's working online via social media, email, text messaging and Zoom meetings to campaign against Trump's re-election. She's helping her kids with virtual school and ordering groceries and other household items online for home delivery to avoid going to the stores and maintain social distancing at home. She's very concerned about protecting her family and community from COVID and from another Trump presidency.",2,,2,5,1,3,4,3,1,1,2,2,5,4,5,3,4,5,1,1,3,4,,3,5,4,,,,,,,3,5,0,8,3,5,1,1,1,2,36,51,52,2,,5,22,6,,1,,1,,1,,68.40.38.242
335,1570,10/21/2020 17:23,35.48750305,-80.98760223,1,1,1,5f75272933882a19e7dfce01,5,5,2,2,3,4,4,2,2,1,3,2,5,4,4,4,1,1,2,5,2,2,1,3,2,,3,5,3,4,5,4,3,2,3,1,4,4,4,4,4,2,2,2,3,4,4,3,3,3,1,,1,3,4,4,1,5,5,4,2,4,4,2,3,3,2,2,4,4,5,4,5,1,4,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wake up, work job making 60 to 100 thousand per year. Goes out to eat fornlunch. Return home, watch news, cook dinner",2,,5,5,2,3,5,,2,1,3,1,4,4,4,4,4,4,1,1,4,4,4,3,4,5,,,,,,,3,5,1,6,3,5,4,5,4,2,37,74,26,1,,5,23,6,,1,,1,,1,,99.41.48.40
336,1353,10/21/2020 17:23,33.38749695,-111.8507004,1,1,1,5f08d7d28e5cb01427f2c8ca,5,5,5,5,5,3,3,3,3,2,5,5,4,3,5,4,4,1,3,4,3,3,2,3,2,,2,3,4,4,3,5,4,2,3,2,4,2,4,2,2,2,5,5,2,2,4,3,1,3,1,,1,3,4,5,4,5,1,2,3,2,5,3,2,2,2,2,4,4,1,4,4,3,3,3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"As she finishes from another frustrating day of blogging anti-Trump rhetoric, she unwinds with an episode of The Daily Show, With Trevor Noah. Believing Pelosi did nothing wrong by being exempt from social distancing, masks, by forcing her favorite hair salon to re-open, temporarily, she also tends to see a bit of herself in Alexandria Ocasio-Cortez, as she dons her ""Black Lives Matter"" shirt. Unbeknownst to her that most of her perception of American society is as chopped and screwed as mainstream media. ",2,,4,5,3,5,4,2,3,3,2,2,5,5,5,5,4,1,4,1,3,4,4,4,1,4,2,5,1,8,5,3,,,,,,,3,3,3,3,40,60,29,1,,2,21,8,"Irish, German, Yaqui (native american), Jewish, etc.",1,,1,,1,,174.74.199.124
337,800,10/21/2020 17:23,32.38160706,-96.8321991,1,1,1,5eb35e715308a1157ae3b853,4,5,1,3,5,4,1,2,4,1,3,4,5,5,5,3,4,1,3,3,4,3,1,3,2,,3,3,3,4,3,3,2,2,3,3,3,4,4,3,3,3,2,1,4,4,4,3,3,3,1,,1,1,3,5,2,3,5,4,3,4,3,2,2,2,2,3,4,5,2,2,4,2,4,2,2,,,"Wakes up, eats, goes to work, Gets home, watches some fox and friends, eats again, shower, then bed.",1,1,,2,2,3,5,2,3,4,3,3,4,3,1,2,1,2,3,4,4,2,2,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,5,5,5,2,2,2,2,55,45,30,1,,2,22,6,,1,,1,,1,,172.223.88.89
338,2145,10/21/2020 17:23,45.51730347,-122.639801,1,1,1,5f223de7dd502e6f2f42b8a1,3,4,2,2,3,2,1,3,1,3,3,3,5,4,2,1,1,1,4,5,4,1,4,4,2,,2,4,1,3,4,4,2,2,3,2,4,4,4,4,4,4,4,1,4,4,4,3,3,4,1,,2,3,3,3,2,4,4,4,3,4,3,2,3,2,2,3,3,3,3,3,4,3,5,3,2,,,Jen is a homemaker and takes care of her three children. ,1,1,,3,3,2,3,2,2,3,3,3,3,3,3,4,3,3,4,2,2,4,3,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,8,4,4,2,1,2,2,40,60,34,2,,5,24,6,,1,,1,,1,,76.105.191.241
339,589,10/21/2020 17:24,44.41670227,-84.12560272,1,1,1,5c3acffcbc64440001344e50,5,2,4,4,3,2,4,5,5,1,2,2,3,2,4,1,4,4,2,5,2,4,2,2,2,,2,4,4,4,5,3,3,5,2,2,4,5,4,3,3,3,4,2,4,5,4,2,5,4,1,,2,2,3,3,1,3,4,2,3,5,2,4,3,3,2,4,4,4,5,5,5,1,5,3,2,,,"I imagine Jen lives in a suburb with her family, drives a ""soccer mom"" style van and has a moderately typical life. Jen Probably gets up, gets her kids ready for school, and then heads to work like most others. I assume after she gets out of work she heads home and spends time with her family.  ",1,1,,2,3,2,4,2,2,4,3,2,4,2,2,3,4,3,4,3,3,4,3,2,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,10,1,3,2,1,3,6,57,40,21,1,,3,22,4,,1,,1,,1,,50.36.89.119
340,927,10/21/2020 17:24,43.07249451,-89.44909668,1,1,1,5f332156649a5d12648adcb4,5,5,2,5,5,1,1,5,4,2,2,4,4,1,1,3,1,1,5,5,5,5,5,4,2,,3,5,4,5,5,4,1,3,4,1,5,5,5,5,3,4,1,2,5,4,4,1,5,3,1,,1,1,2,1,1,5,5,3,1,1,5,1,3,1,3,1,5,5,3,4,5,1,5,3,2,,,"A typical day in the life of Jen involves her morning prayer, getting her kids off to their private Christian school, getting back home to watch Fox News while writing out her grocery list. She goes to Walmart, the only grocery store in her small rural town and picks up her weekly items. She picks up her kids on the way home, makes dinner just in time for her husband, a wealthy lawyer, to come home. She says her nightly prayer, asking for God to watch over the country and keep the socialists from taking over her great nation. She falls asleep to Fox News. ",1,1,,1,3,1,4,1,2,1,1,1,2,5,4,4,4,2,5,2,4,4,2,4,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,9,3,3,2,3,1,2,38,53,31,2,,7,20,6,,1,,1,,1,,174.82.138.177
341,1282,10/21/2020 17:24,40.58279419,-73.95320129,1,1,1,5e65ad375d8b903360f391cb,4,3,2,3,4,3,4,4,4,1,3,4,4,4,3,2,4,2,3,4,4,3,5,3,2,,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,3,2,3,3,3,3,2,,,"I imagine Jen is in middle management somewhere in the northeast of the US. I imagine she is married and lives in the suburbs in a white neighborhood, shuttling her kid to school before work. She goes to dunkindonuts drive-through every morning while bitterly complaining about mask mandates. The evening involves fox news as a wind down activity from all the liberal bullshit she has had to endure through out the day.",1,1,,3,5,2,4,4,4,1,2,3,2,4,3,4,4,4,4,2,1,2,5,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,7,5,5,2,1,2,6,63,49,35,2,,5,24,6,,2,,1,,1,,24.44.107.245
342,371,10/21/2020 17:24,41.99159241,-72.55999756,1,1,1,5f77eaf94513a73602ecbb8a,4,4,5,3,4,2,4,4,4,2,4,4,3,4,4,4,4,2,4,3,3,2,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,She lives alone. Works a typical 9-5 job in an office cubicle,2,,2,2,5,3,5,1,2,3,2,3,5,3,4,2,5,1,3,4,1,5,2,4,4,1,,,,,,,1,1,5,5,1,1,3,3,3,3,50,50,20,3,Gender Fluid,2,21,6,,1,,1,,1,,68.9.167.238
343,590,10/21/2020 17:24,40.71490479,-73.98930359,1,1,1,5e26f9275b32379235cbbe94,5,2,1,5,2,1,4,4,4,3,1,1,4,2,2,4,1,1,5,2,4,4,1,4,2,,2,5,2,4,4,4,4,2,2,2,4,4,3,4,4,4,2,2,4,3,4,4,4,3,1,,1,1,4,2,1,4,5,2,2,4,4,1,2,4,1,2,5,5,1,4,4,2,4,3,2,,,"In the morning, she wakes up and makes breakfast for her family including her son and husband. Then, she prepares to go to work at the office. At the office, she talks with coworkers about current events in the news. After work, she goes home and spends time with her family.",1,1,,1,2,3,2,2,4,5,2,2,4,4,2,2,4,2,2,4,4,1,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,9,3,1,2,2,2,2,47,53,24,1,,5,20,2,,1,,1,,1,,74.65.215.100
344,359,10/21/2020 17:24,42.37969971,-71.10340118,1,1,1,5c3a865019ceb400010c914a,3,4,2,2,4,2,2,2,1,2,4,4,5,4,5,1,1,1,3,4,4,2,1,3,2,,2,5,2,3,4,3,2,2,2,3,4,4,4,4,4,4,2,1,3,4,4,2,4,3,1,,2,1,4,4,2,3,5,4,2,3,3,1,1,2,2,2,4,4,4,2,2,5,3,4,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,She wakes up. Goes to work. Comes home from work. Eats dinner.Watches tv. Goes to sleep.,2,,2,4,2,2,4,3,2,3,2,3,5,4,4,4,4,3,3,2,4,4,4,2,4,3,,,,,,,4,5,0,10,4,5,2,2,2,6,59,41,30,1,,5,24,6,,1,,1,,1,,209.6.37.86
345,718,10/21/2020 17:24,40.86219788,-73.89019775,1,1,1,5f7bea79addcfd1db27c650c,2,4,4,5,5,4,3,4,4,2,4,3,4,2,4,4,3,3,4,4,4,1,4,5,2,,2,5,2,4,5,5,4,1,3,2,4,3,4,3,5,4,4,2,2,4,3,2,4,4,1,,1,1,3,2,2,5,5,4,3,4,2,1,1,1,1,2,5,5,1,1,3,5,1,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen spends her day working hard at her job and spends her free time loving her kids and her spouse. She likes to read and paint, and she has a garden that she tends to in the backyard. She tells her kids how much she loves them and how special they are every day.",2,,4,5,2,3,5,4,1,1,2,2,4,5,5,4,5,4,2,1,4,4,4,1,4,4,,,,,,,4,5,2,8,4,4,2,1,2,3,60,40,20,2,,2,1,6,,1,,1,,1,,150.108.240.81
346,1076,10/21/2020 17:24,38.81840515,-77.62020111,1,1,1,5e56b9744c97910670a6c6dc,5,4,2,4,4,2,3,4,4,1,3,3,3,2,3,5,3,1,2,3,4,5,1,4,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,2,,,"I don't know anything at all about Jen other than what she looks like from the neck up and that she supports Trump's reelection bid, for reasons that were not disclosed to me. Like many other people, her weekday likely involves waking up to go to work or take care of family, going to bed, and pressing the repeat button.",1,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,7,2,1,2,4,2,2,45,53,26,2,,5,1,6,,1,,1,,1,,71.251.58.56
347,518,10/21/2020 17:24,37.13619995,-80.41249847,1,1,1,5c0fa2324324e80001c951c9,5,3,1,4,2,1,1,2,2,3,3,4,4,4,2,4,1,1,4,5,4,3,4,3,2,,1,1,4,4,1,3,5,3,3,2,4,2,1,1,1,4,5,5,1,1,4,5,3,2,1,,5,4,1,2,2,4,1,1,1,3,3,4,4,4,3,3,1,1,4,5,4,2,4,3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jen works a minimum wage job and complains a lot about not getting things because she doesn't work hard enough for them.,2,,1,1,5,5,1,1,5,4,2,4,1,1,1,1,1,4,4,5,1,1,2,5,2,2,3,4,0,8,1,3,,,,,,,4,4,4,2,40,65,34,2,,4,21,6,,1,,1,,1,,216.30.159.100
348,912,10/21/2020 17:24,30.42399597,-97.79319763,1,1,1,5d277c0e28429200011c4fda,5,5,2,5,5,1,2,4,2,2,2,4,5,5,3,1,1,1,4,3,5,2,2,5,2,,2,5,1,4,5,2,2,3,4,1,4,4,4,5,5,4,2,1,4,4,4,3,4,4,1,,1,1,3,4,1,5,5,2,2,5,4,1,1,2,3,1,4,5,1,2,4,1,5,2,2,,,Jen is a housewife with 3 children. She takes them to school or homeschools them (either because of COVID or because of religious reasons). She spends time checking social media throughout the day. She watches Fox News. She prepares dinner for her family and spends time with them in the evening. ,1,1,,2,1,1,2,1,2,4,2,2,5,4,1,4,4,1,4,2,2,5,1,5,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,0,10,4,5,1,1,1,2,47,57,35,2,,2,21,6,,1,,1,,1,,24.55.18.63
349,734,10/21/2020 17:24,37.75480652,-84.29850006,1,1,1,5f5d25e5b17ec4562931508f,5,4,4,5,5,2,3,4,3,1,3,4,4,3,4,5,2,1,4,3,4,4,4,4,2,,3,5,3,4,5,3,1,2,3,1,4,4,4,4,5,5,3,1,4,4,3,4,3,3,1,,1,1,3,3,1,3,5,3,2,5,3,1,4,1,2,4,5,5,1,1,3,1,3,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"She gets up, gets dressed, has a cup of coffee and goes to work, Comes home and she and her husband make dinner for themselves and their children. Does homework with her children and gets them ready for bed. She and her husband relax a bit before bed, then go to sleep and get up and do it again the next day.",2,,3,4,1,4,5,3,1,2,3,1,4,4,4,5,4,5,2,1,5,4,3,4,4,3,,,,,,,5,5,,10,5,1,1,1,1,2,40,55,26,2,,2,22,6,,1,,1,,1,,192.181.111.95
350,580,10/21/2020 17:25,40.70210266,-74.4048996,1,1,1,5ec441b77b846b31db2d328a,3,4,3,5,3,4,4,5,3,3,3,4,4,4,4,3,3,3,4,3,4,3,2,3,2,,1,4,3,4,4,4,4,4,4,2,3,3,3,3,3,3,4,3,3,5,4,3,3,3,1,,1,2,3,3,2,4,5,4,4,4,3,1,3,3,2,2,2,4,3,2,4,3,3,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jen is living in New York City and works at a think tank for civil rights activism. She is also interested in sustainability issues and has worked with researchers at a university to measure the impact of global warming on the ice caps in the North and South Pole. ,2,,3,5,3,4,5,5,3,2,3,1,5,5,5,3,5,3,4,1,1,5,3,2,3,4,,,,,,,3,4,0,7,2,3,3,2,2,3,31,55,20,2,,3,1,2,,1,,1,,1,,108.35.144.206
351,1021,10/21/2020 17:25,41.88240051,-88.46109772,1,1,1,5dd733664524e76dc4537fe2,5,5,1,4,4,2,2,2,3,2,2,4,5,3,3,4,1,2,4,4,4,5,4,3,2,,4,5,2,4,4,3,3,2,2,1,4,4,5,4,4,3,2,2,3,4,4,3,3,4,1,,1,2,3,1,2,5,5,4,2,5,4,3,5,1,2,4,4,4,3,5,5,2,5,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen has a friendly smile, I would guess that she works in a career in the service industry, helping others.  She probably has a great relationship with her coworkers, maybe they even go out for drinks after work occasionally.  She has two kids and a husband, and maybe even a pet dog at home.  She takes the dog for walks after a day at work.",2,,3,5,2,4,4,3,2,2,2,2,4,5,5,4,4,3,2,2,4,3,4,2,4,4,,,,,,,5,5,0,9,4,4,3,2,3,2,40,54,34,2,,7,24,6,,1,,1,,1,,50.83.214.252
352,787,10/21/2020 17:25,40.6486969,-111.9682007,1,1,1,5e5c9623d3e2d3475fea5cff,2,4,2,3,4,4,3,2,3,1,4,2,4,4,5,2,3,1,2,2,4,2,2,4,2,,1,1,4,4,1,2,5,5,4,5,4,1,1,1,1,5,5,5,2,2,4,2,2,4,1,,3,1,4,4,1,2,5,4,4,1,2,1,1,1,1,5,5,5,1,5,5,5,4,2,2,,,She gets up in the morning and watches Fox while eating Fruity Pebbles. She drives her truck to the DMV. She then buys Burger King on her way home for dinner and the watches Tim Allen shows before going to bed with her cat.,1,1,,3,1,4,4,1,3,5,4,4,5,3,1,1,1,1,5,5,5,2,5,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,10,5,5,2,1,2,2,43,54,47,1,,5,1,6,,1,,1,,1,,98.202.222.93
353,1411,10/21/2020 17:25,36.71260071,-121.6436996,1,1,1,5e9504b40b6b65881842ce79,4,5,1,3,3,3,1,3,3,5,3,3,3,3,3,3,3,5,3,3,3,1,5,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,10,4,4,,,,,,,4,3,5,2,40,61,46,1,,7,1,6,,1,,1,,1,,67.180.190.130
