sub_id,Duration (in seconds),RecordedDate,LocationLatitude,LocationLongitude,consent,citizen,us_location,prolificID_typed,selfBFI_1,selfBFI_2,selfBFI_3,selfBFI_4,selfBFI_5,selfBFI_6,selfBFI_7,selfBFI_8,selfBFI_9,selfBFI_10,selfBFI_11,selfBFI_12,selfBFI_13,selfBFI_14,selfBFI_15,selfBFI_16,selfBFI_17,selfBFI_18,selfBFI_19,selfED_1,selfED_2,selfED_3,selfED_4,selfED_5,qcheck_bfi_notsupport,qcheck2_bfi_notsupport,SterBFIAnti_1,SterBFIAnti_2,SterBFIAnti_3,SterBFIAnti_4,SterBFIAnti_5,SterBFIAnti_6,SterBFIAnti_7,SterBFIAnti_8,SterBFIAnti_9,SterBFIAnti_10,SterBFIAnti_11,SterBFIAnti_12,SterBFIAnti_13,SterBFIAnti_14,SterBFIAnti_15,SterBFIAnti_16,SterBFIAnti_17,SterBFIAnti_18,SterBFIAnti_19,SterEDAnti_1,SterEDAnti_2,SterEDAnti_3,SterEDAnti_4,SterEDAnti_5,qcheck_bfi_trump,qcheck2_bfi_trump,SterBFITrump_1,SterBFITrump_2,SterBFITrump_3,SterBFITrump_4,SterBFITrump_5,SterBFITrump_6,SterBFITrump_7,SterBFITrump_8,SterBFITrump_9,SterBFITrump_10,SterBFITrump_11,SterBFITrump_12,SterBFITrump_13,SterBFITrump_14,SterBFITrump_15,SterBFITrump_16,SterBFITrump_17,SterBFITrump_18,SterBFITrump_19,SterEDTrump_1,SterEDTrump_2,SterEDTrump_3,SterEDTrump_4,SterEDTrump_5,opin_pol,opin_pol_lastchance,opin_pol2,day_support_trump_targ,questionable_pt,qcheck_targ_trump,qcheck2_targ_trump,TargBFITrump_1,TargBFITrump_2,TargBFITrump_3,TargBFITrump_4,TargBFITrump_5,TargBFITrump_6,TargBFITrump_7,TargBFITrump_8,TargBFITrump_9,TargBFITrump_10,TargBFITrump_11,TargBFITrump_12,TargBFITrump_13,TargBFITrump_14,TargBFITrump_15,TargBFITrump_16,TargBFITrump_17,TargBFITrump_18,TargBFITrump_19,TargEDTrump_1,TargEDTrump_2,TargEDTrump_3,TargEDTrump_4,TargEDTrump_5,day_nosupport_targ,qcheck_targ_nosupport,qcheck2_targ_nosupport,TargBFIAnti_1,TargBFIAnti_2,TargBFIAnti_3,TargBFIAnti_4,TargBFIAnti_5,TargBFIAnti_6,TargBFIAnti_7,TargBFIAnti_8,TargBFIAnti_9,TargBFIAnti_10,TargBFIAnti_11,TargBFIAnti_12,TargBFIAnti_13,TargBFIAnti_14,TargBFIAnti_15,TargBFIAnti_16,TargBFIAnti_17,TargBFIAnti_18,TargBFIAnti_19,TargEDAnti_1,TargEDAnti_2,TargEDAnti_3,TargEDAnti_4,TargEDAnti_5,cont_pol_trump,fund_pol_trump,lib_pol_trump_8,cons_pol_trump_8,threat_pol_trump,ident_pol_trump,cont_pol_antitrump,fund_pol_antitrump,lib_pol_antitrump_8,cons_pol_antitrump_8,threat_pol_antitrump,ident_pol_antitrump,poli_orient_1,poli_orient_2,poli_orient_3,house_most_members,congress_percent_1,congress_percent_2,age,gender,gender_3_TEXT,education,parent_education,race,race_8_TEXT,country_birth,country_birth_2_TEXT,country_raised,country_raised_2_TEXT,native_language,native_language_2_TEXT,IPAddress
175,565,10/21/2020 17:05,40.84860229,-73.99289703,1,1,1,5f674478775f663340aecb5f,3,5,4,4,4,1,3,4,2,2,4,5,4,3,3,3,4,3,2,4,3,1,4,4,2,,2,4,4,3,4,3,2,3,2,3,4,3,4,3,3,3,3,2,4,3,3,3,3,3,1,,1,1,2,5,3,4,5,3,3,4,4,2,2,2,3,2,3,4,5,3,3,3,3,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"She wakes up, takes care of her family, goes to work. When she comes back she looks after her children. She does not like Trump",2,,3,4,1,2,4,2,3,1,2,3,5,4,4,3,3,4,3,3,4,5,4,2,2,4,,,,,,,3,3,0,8,1,4,2,2,2,2,36,42,24,1,,5,1,3,,1,,1,,1,,69.193.186.100
176,531,10/21/2020 17:05,45.54110718,-122.5605011,1,1,1,5c33933cf3eeb60001d627c1,3,5,2,2,3,3,4,4,2,1,2,2,4,3,4,2,2,3,2,3,4,3,3,3,2,,4,3,2,4,4,3,2,2,2,2,2,3,3,3,3,2,3,4,3,3,3,3,3,3,1,,1,4,4,2,1,3,5,1,3,4,3,4,1,1,4,3,3,4,,3,3,3,3,3,2,,,"Goes to work, takes care of kids",1,2,1,2,1,1,4,2,1,2,2,1,,4,1,1,1,1,1,3,2,1,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,1,3,5,3,3,3,2,42,54,30,1,,5,24,2,,1,,1,,1,,73.25.54.203
177,757,10/21/2020 17:05,33.73890686,-117.7480011,1,1,1,55f1011b4779250012dd31d9,4,5,3,4,5,3,1,2,3,1,1,2,4,3,4,3,2,1,4,4,2,2,1,3,2,,3,4,2,4,4,3,3,3,3,2,3,4,4,3,3,3,3,2,4,4,3,3,3,3,1,,1,3,1,3,1,4,5,3,2,5,4,1,4,1,3,2,2,4,2,2,5,1,4,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jen wakes up and gets ready for work. She goes to work and does her job well. She comes home and spends time with the people she loves and relaxes before the next day.,2,,2,5,1,4,4,2,2,2,2,2,4,4,4,4,3,4,2,1,4,4,3,2,4,4,,,,,,,5,5,0,8,5,4,1,1,1,2,40,52,30,1,,7,22,6,,1,,1,,1,,136.52.84.167
178,1042,10/21/2020 17:05,25.98429871,-80.21489716,1,1,1,5c3282cd53d7b10001934577,4,4,4,5,5,3,4,4,1,2,2,5,3,4,4,2,4,3,4,5,2,3,2,2,2,,3,4,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,1,1,3,2,2,3,5,3,3,3,4,2,2,1,3,3,4,4,2,3,3,2,3,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,She wakes up in the morning and eats breakfast. Goes to work or maybe is a stay at home mom. Eats lunch at midday and dinner in the evening. She seems like she has a hobby.,2,,2,5,2,2,5,4,3,2,2,2,4,5,4,4,4,4,2,1,3,4,4,3,4,4,,,,,,,5,5,1,7,4,4,1,1,1,2,43,55,30,2,,3,23,6,,1,,1,,1,,76.229.160.234
179,666,10/21/2020 17:05,47.64630127,-122.5330963,1,1,1,5c51813b2423780001087907,5,4,2,5,5,1,2,4,5,5,1,1,4,1,5,3,1,1,5,1,4,5,1,3,2,,4,5,1,5,5,2,4,2,4,3,3,3,4,2,4,3,1,2,3,3,4,4,3,3,1,,1,1,5,1,1,3,5,3,1,5,5,1,2,2,1,3,5,4,2,5,5,1,5,3,2,,,"Jen probably lives in a red state. She gets up in the morning and goes to work without worrying about Covid or taking any precautions, and no one around her does either. She might go shopping or out to eat afterward, and then comes home to be with her family before heading to bed.",1,1,,2,2,4,1,2,3,4,3,1,5,4,3,2,3,1,3,5,3,3,4,4,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,4,5,4,2,2,2,2,28,73,29,2,,2,21,6,,1,,1,,1,,24.16.10.226
180,479,10/21/2020 17:06,45.67280579,-121.5397949,1,1,1,5f2dc963ab23860f5d5dc4d9,5,5,4,4,4,4,2,2,4,4,2,5,5,4,4,2,4,1,4,3,4,4,1,2,2,,4,2,5,5,2,1,5,5,5,2,4,1,2,2,2,2,5,5,4,1,1,1,4,5,1,,4,2,4,5,4,4,5,2,4,3,2,4,2,2,2,2,5,5,2,4,4,1,2,4,2,,,"Probably wakes up early because of her job, goes to work with a smile. Interacts with customers or whoever and then comes home, doesn't take her shoes off, and works more.",1,1,,2,4,1,5,3,1,1,3,4,1,4,4,4,2,2,1,1,2,5,1,5,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,6,0,,,3,4,4,2,49,55,26,1,,4,24,6,,1,,1,,1,,67.42.150.27
181,448,10/21/2020 17:06,38.93789673,-77.08589935,1,1,1,5a15af95ff266c0001d20fc2,1,4,4,2,4,4,2,2,2,1,2,4,4,4,4,2,1,1,4,2,5,4,2,1,2,,2,4,2,2,4,2,4,2,2,2,4,4,4,2,4,2,2,2,2,4,3,3,3,3,2,1,2,2,4,2,2,4,4,2,4,4,2,2,2,2,2,2,4,4,2,3,3,3,3,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen is Democrat white female who does not support the relection of Donald Trump.  She wants equal rights for all.  She works hard, she is single, she is well educated and wants to help others. ",2,,2,4,2,2,4,2,2,2,2,2,4,4,4,4,4,4,2,2,4,4,3,3,3,3,,,,,,,4,3,1,6,2,3,3,2,4,2,40,60,43,2,,8,2,6,,1,,1,,1,,71.114.62.29
182,571,10/21/2020 17:06,37.8065033,-85.459198,1,1,1,5eb080ccaf87d11143472477,4,4,3,3,4,3,2,2,3,2,3,2,3,4,5,2,3,2,4,3,5,2,3,4,2,,2,2,4,4,2,3,3,4,3,3,4,2,2,5,3,4,4,4,2,2,4,4,5,3,1,,3,3,3,2,4,4,3,3,2,3,4,3,4,4,5,2,4,3,3,4,4,1,4,3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jennifer wakes up questioning what they day holds. She goes to work on something or spends her time doing things she enjoys doing for herself.,2,,3,4,2,4,2,1,4,2,2,3,4,3,3,2,3,2,2,3,3,2,2,5,5,4,2,3,3,7,2,3,,,,,,,4,4,3,6,40,60,22,2,,4,22,7,,1,,1,,1,,65.118.16.97
183,750,10/21/2020 17:06,43.42720032,-86.37860107,1,1,1,5a0f7d84ff266c0001d209cc,4,5,1,4,5,3,2,2,3,1,2,4,5,3,5,4,1,1,4,5,5,5,5,4,2,,3,4,2,5,4,3,2,2,2,2,4,3,4,4,3,4,2,2,4,5,4,2,4,4,1,,2,3,3,3,1,3,5,4,3,4,3,2,3,1,3,2,4,3,3,2,5,1,4,2,2,,,She works as maybe a secretary and then goes home and takes care of her kids. She has a dog and eats American food like meat and potatoes. She coaches her daughter's softball team.,1,1,,4,4,2,4,2,2,1,2,3,3,4,4,4,3,3,4,2,2,4,2,5,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,4,3,2,1,1,1,2,51,60,43,2,,3,2,6,,1,,1,,1,,24.231.148.101
184,465,10/21/2020 17:07,37.72009277,-121.9189987,1,1,1,5f1dd98561978006fc1a1b64,4,4,3,3,3,3,3,4,4,2,2,2,4,3,4,3,3,3,2,3,4,4,4,3,2,,3,4,3,4,4,3,3,3,4,3,3,3,2,2,4,3,4,3,3,3,3,3,4,4,1,,3,3,3,3,3,4,3,3,3,3,4,2,2,2,2,3,3,4,3,4,4,1,3,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen wakes up early, goes to work (in a socially distancing compliant manner), has an afternoon coffee, finishes work and walks her dogs, browses the web then goes to bed.",2,,2,4,3,3,4,3,3,3,3,3,4,3,3,3,4,4,3,3,3,4,3,1,5,4,,,,,,,4,4,1,7,4,3,2,2,3,2,40,55,27,1,,7,24,2,,1,,1,,1,,67.160.220.146
185,251,10/21/2020 17:07,33.14520264,-97.06990051,1,1,1,5ed9d8afee1acd598ebddc58,4,4,4,,4,4,4,4,4,4,5,3,2,5,3,5,3,2,4,3,4,2,3,4,2,,1,5,1,4,5,5,4,1,1,1,5,4,5,4,4,4,4,1,2,3,3,3,3,3,1,,1,1,4,4,1,5,5,4,2,1,4,1,1,1,1,1,5,5,1,3,3,3,3,3,2,,,"She wakes up, walks her dog, goes to work, and watches TV at the end of the night",1,1,,5,5,4,5,5,4,4,5,5,5,5,5,4,5,4,4,4,5,4,3,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,10,10,,3,1,1,2,2,46,56,20,2,,3,2,7,,1,,1,,1,,47.32.252.4
186,562,10/21/2020 17:07,41.438797,-75.61250305,1,1,1,5ba55d7a310eb3000138dc2e,5,5,5,3,4,1,4,5,4,4,5,4,5,5,2,5,4,1,5,5,5,1,4,3,2,,1,1,2,5,5,4,5,2,4,5,2,1,1,1,2,1,4,5,1,1,2,5,2,1,1,,2,5,3,2,2,4,3,1,1,1,5,5,5,5,2,5,5,1,5,5,4,1,5,4,1,,,"Jen seems like a typical suburban mom, or maybe a soccer mom with a husband, kids, probably two kids.  Has a stable job or maybe a stay at home mom but has an enjoyable life of making sure the family is well suited and everything is okay for everyone.  Probably spends more time fixing things and making sure that everyone else's life is okay rather than her own, more of a giver.",1,1,,2,5,1,2,4,2,1,1,2,2,5,5,5,5,4,5,2,1,5,5,5,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,0,9,1,4,,,,,,,4,4,5,2,44,56,32,1,,5,24,6,,1,,1,,1,,73.130.5.74
187,530,10/21/2020 17:07,36.24679565,-115.2182007,1,1,1,5d80634181aa40001819e755,2,4,4,4,4,4,3,2,4,1,2,2,4,5,3,2,2,2,5,5,5,1,2,3,2,,4,4,2,4,4,4,2,2,4,1,3,4,5,4,5,4,2,2,4,4,4,4,3,3,1,,2,1,2,2,2,5,5,1,2,4,4,3,5,4,4,2,4,4,1,4,5,1,5,4,2,,,"Wakes up in a small family home. Helps her 2 kids gets ready for school. Goes to office job, come home. Makes dinner,, has some wine and watches tv until bed.",1,1,,2,3,2,4,4,4,4,3,4,2,2,2,5,4,3,3,2,2,4,2,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,8,4,4,2,2,2,2,45,53,33,1,,5,24,6,,1,,1,,1,,72.193.47.223
188,645,10/21/2020 17:08,35.07609558,-89.85469818,1,1,1,5dcb527b4fbc3e83034f3606,2,5,5,5,5,1,4,5,4,3,3,5,2,1,2,4,3,1,3,3,5,3,5,3,2,,4,5,4,5,5,3,1,3,1,3,3,5,5,3,5,5,1,1,5,3,3,1,5,3,1,,1,1,5,1,1,5,5,3,1,5,3,1,1,1,1,1,5,5,1,1,1,5,1,1,2,,,"She gets up in the morning in her mansion, then puts on her fluffy robe. Sees her kids off to their private school. Afterwards, she gets dressed in her richest looking clothes, and goes out into her huge garage and opens the door of her ferrari car. She then goes to the mall where she refuses to wear a mask, throws hundreds of dollars of items in her cart and then demands to be allowed to try everything on. She doesn't like anything but the thousand dollar dress. She throws everything else on the floor and then walks on it as she leaves. She sees the changing room person and yells at them to pick things up and do her job. She laughs as the woman cries. She goes to the checkout counter and screams when the cashier won't take her cash. She leaves this one crying too, and then goes back to her car emptyhanded. She picks up little Bryleigh from school where she tells the teacher she won't ever wear a mask, and then goes home to order her chef make her dinner. She falls asleep alone and lonely in her bed while she wonders what bed her husband is in tonight. Spoiler alert, it is not hers but her ex best friend who is less snotty. ",1,1,,1,1,5,1,1,5,5,5,1,5,3,1,1,1,1,1,5,5,1,1,1,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,5,5,1,1,1,1,3,30,64,27,2,,3,1,6,,1,,1,,1,,75.66.97.209
189,1025,10/21/2020 17:08,29.69590759,-82.40419769,1,1,1,5ef5432f1d1dac1a1884f746,4,3,3,3,4,3,3,4,4,3,2,4,4,3,4,4,4,2,3,4,3,1,1,2,2,,2,2,2,4,4,4,5,3,3,4,4,1,2,1,2,2,4,4,1,1,3,5,3,3,1,,4,4,2,3,4,4,3,3,3,3,4,4,4,4,3,3,4,3,4,5,3,1,3,3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"First you got the name wrong, Karen would yell at you if you looked at her wrong. She would bitch about her Mocha capa late bs coffee just to make her feel better about something, while the barista is crying because they know it's a dead end job. Karen then goes to her lgbt parade while crying that Killery lost the 2016 election. Get over it Karen!!!!",2,,2,2,3,4,4,3,5,3,4,3,4,2,3,1,2,3,4,5,2,2,4,5,3,4,4,5,0,10,5,5,,,,,,,4,3,4,2,45,60,47,1,,3,2,8,American,1,,1,,1,,24.136.50.173
190,615,10/21/2020 17:08,39.17230225,-77.18299866,1,1,1,5f081d1c3f66b445d217bbb9,4,5,2,4,5,2,4,5,4,3,3,3,3,3,2,4,1,3,5,4,4,5,5,3,2,,2,5,2,4,5,3,3,3,3,4,4,4,5,2,5,3,3,2,5,4,4,3,5,4,1,,1,1,4,2,3,2,5,3,1,2,3,2,1,1,1,4,3,5,1,5,3,1,3,3,2,,,"Jen is a ""Karen."" She has 2.5 kids and goes to their soccer games in her minivan. She goes to pro-life rallies, does not wear a mask at Starbucks, and acts entitled to everyone she meets. ",1,1,,1,2,4,2,3,2,5,3,1,4,3,1,2,1,2,4,3,4,3,3,4,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,10,4,5,2,2,2,2,45,55,19,2,,4,24,2,,1,,1,,1,,96.255.215.142
191,709,10/21/2020 17:09,41.92149353,-87.64459991,1,1,1,5ea0d6a8a13fc00d96ac4af1,5,4,2,4,2,4,2,3,2,4,3,4,5,5,3,5,2,4,5,5,4,1,3,2,2,,1,5,4,3,4,5,5,4,4,4,4,2,2,2,2,2,5,5,2,3,5,4,5,3,1,,4,3,2,3,3,4,3,3,3,5,4,3,4,5,4,2,3,4,5,4,4,2,4,2,1,,,Jen has a husband and young kids. She is stay at home mom while her husband goes to work. She was raised conservative and still is.,1,1,,5,5,2,4,4,3,2,1,2,4,4,5,5,4,4,4,2,3,5,3,4,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,6,2,3,,,,,,,4,3,5,3,45,54,27,2,,7,2,6,,1,,1,,1,,69.215.128.224
192,730,10/21/2020 17:09,38.47990417,-121.4450989,1,1,1,5ea637f69b1fb665cf28940b,5,5,3,5,5,1,1,2,5,2,4,4,5,5,5,5,2,1,4,4,5,1,1,5,2,,3,4,4,5,5,4,2,3,3,3,5,5,5,4,4,5,2,1,5,5,5,3,3,4,1,,1,1,5,5,1,5,5,5,1,5,5,1,1,1,1,1,5,5,1,3,5,1,5,1,2,,,Likes to watch Nascar and watch the drivers drive in circle and turn left. Likes to do tail gate barbecues on Sunday night football with all the other supporters.,1,1,,1,1,5,1,1,5,5,4,1,5,5,1,1,1,1,1,5,5,1,3,5,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,6,5,1,2,2,2,2,43,52,24,1,,3,21,2,,1,,1,,1,,73.220.247.147
193,768,10/21/2020 17:09,41.17579651,-95.95529938,1,1,1,5ec55212bfb2ff4fb33a4321,5,5,4,4,5,2,3,3,3,2,3,4,5,3,4,5,1,2,4,4,2,5,5,3,2,,2,3,2,2,4,4,4,2,2,3,4,3,3,2,4,3,4,4,2,4,4,3,3,3,1,,2,3,2,4,3,3,4,2,2,3,4,3,3,3,3,3,4,3,3,4,4,3,3,3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen’s day is pretty typical of many Americans. She wakes up early and has breakfast before leaving to go to work at a standard 9-5 office job. During her lunch break, she peruses her emails and social media accounts. She engages in general chit chat with her colleagues. At the end of the work day, she returns home and prepares dinner, spending the rest of the evening relaxing.",2,,3,4,2,3,4,3,3,2,3,3,2,3,5,4,4,3,2,3,4,4,4,3,2,3,4,3,2,6,4,3,,,,,,,3,4,3,3,34,70,29,2,,5,24,6,,1,,1,,1,,68.99.22.118
194,968,10/21/2020 17:09,41.88600159,-71.34570313,1,1,1,5f0bb5abd738c94e33ac29f9,5,4,2,4,3,2,3,2,4,3,2,2,4,3,3,4,2,1,4,4,4,4,4,3,2,,3,4,2,3,3,4,3,3,3,3,3,3,4,4,4,4,3,2,4,3,3,3,3,3,1,,1,1,3,3,3,4,5,3,3,3,4,1,1,1,3,1,4,5,1,4,4,3,3,3,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,4,2,4,3,4,3,2,3,3,4,4,4,4,4,4,2,2,4,4,3,4,3,3,,,,,,,3,4,5,5,2,4,3,2,3,2,80,71,48,2,,3,21,6,,1,,1,,1,,72.221.113.126
195,1124,10/21/2020 17:09,33.66470337,-117.1743011,1,1,1,5ee0528d6b821938db597c63,5,4,4,5,1,1,2,5,3,2,2,1,2,2,5,2,1,2,5,4,1,2,2,4,2,,2,4,5,5,5,1,5,4,5,1,3,2,2,1,3,4,2,3,4,1,4,5,2,3,1,,1,1,5,5,2,4,5,3,2,5,5,1,1,1,1,4,5,4,1,5,5,1,1,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen wakes up and does her daily routine. She goes out to work in her office job and is sure to wear her mask. Afterwards, she returns home and takes a shower since she has been outside. After preparing and eating dinner, passes the time on the computer.",2,,5,4,2,4,4,3,2,2,3,2,4,4,4,2,3,4,2,1,4,4,4,4,1,4,,,,,,,5,4,0,9,1,3,1,2,1,2,40,60,26,1,,5,1,2,,1,,1,,1,,47.153.216.24
196,562,10/21/2020 17:09,43.38549805,-89.63230133,1,1,1,5f41c4283aa2e43a19d4b8a9,2,5,1,5,4,4,1,4,4,1,2,3,5,2,4,2,2,1,4,5,4,2,5,4,2,,3,4,3,4,4,3,2,3,3,2,3,4,4,4,4,3,3,2,3,4,4,3,4,4,1,,2,2,3,1,2,3,4,3,3,4,3,1,2,1,2,3,3,3,3,2,4,3,4,4,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen wakes up in the morning and goes to her job at a bank. She enjoys her job but would like a promotion. Most days after she comes home, her husband has made dinner for the family. They eat dinner, do some family activities, then go to bed.",2,,4,4,2,3,4,2,2,2,3,3,3,4,4,4,3,3,2,2,4,4,4,2,4,4,,,,,,,4,4,0,6,5,5,2,1,2,6,60,52,23,2,,7,23,6,,1,,1,,1,,69.131.81.66
197,1356,10/21/2020 17:09,37.75619507,-121.7700043,1,1,1,5ed85eb895f9d03704c67e21,5,4,4,5,5,3,4,4,4,2,3,4,5,3,4,4,2,4,4,1,5,4,2,4,2,,3,5,3,3,4,3,3,2,3,2,5,5,5,3,5,3,3,2,3,3,4,1,3,5,2,1,1,1,4,4,3,4,5,4,2,5,4,2,4,2,1,4,5,5,3,5,5,2,3,4,2,,,She probably has a typical office job and a typical suburban family with 3 kids. She wakes up early and helps her kids get ready for school. She likes to cook homemade meals.,1,1,,3,4,4,3,4,4,4,3,3,4,4,4,4,5,3,4,5,1,4,5,5,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,8,5,5,1,1,1,2,40,68,18,2,,3,1,2,,1,,1,,1,,107.77.211.221
198,664,10/21/2020 17:09,37.2696991,-81.22119904,1,1,1,5f2042752276432e3a7ef104,5,5,4,5,1,1,1,2,2,5,2,4,5,2,2,1,4,1,2,5,5,2,4,2,2,,1,4,4,2,4,4,2,2,4,1,4,2,5,4,4,2,4,1,2,4,5,2,4,4,1,,1,2,2,2,5,5,5,2,2,2,4,2,4,5,5,2,4,5,4,4,4,1,1,2,2,,,Jen gets up and goes to work all day.  She comes home in the evening and spends the rest of the day cleaning and spending time with her family.  She watches the nightly news.,1,1,,1,2,2,2,1,5,5,2,1,4,4,2,4,4,5,2,2,4,4,4,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,10,1,3,2,2,2,2,45,60,39,2,,4,23,6,,1,,1,,1,,73.251.136.225
199,605,10/21/2020 17:09,25.95849609,-80.13809967,1,1,1,5c6efe3a04b76500015f9756,4,4,1,4,4,1,3,4,5,2,1,2,4,2,4,5,1,2,4,5,5,3,2,3,2,,3,3,3,4,4,2,2,4,4,3,2,3,4,3,4,4,2,2,4,4,4,2,2,3,1,,2,2,3,4,3,4,2,3,2,4,4,4,4,2,3,4,3,2,4,2,4,2,2,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen looks a clean cut semi-professional woman. Wakes up early, goes for a jog, gets home, has some coffee and toast. Puts on her work attire and works a typical schedule on something she feels is good for society. Eats a healthy lunch. Comes home, greets her dog and cat, reads or does an outdoor activity. ",2,,4,4,2,2,4,2,2,2,2,2,4,4,4,4,4,2,2,2,4,4,4,3,4,4,,,,,,,5,5,0,3,5,3,1,1,1,2,40,60,28,1,,5,2,6,,1,,1,,1,,76.108.3.223
200,634,10/21/2020 17:10,48.79899597,-122.4499054,1,1,1,5d3cfeabbaf11000151ed4cd,3,4,1,4,3,2,1,4,3,3,3,2,3,4,2,4,3,1,4,4,5,3,4,4,2,,4,5,3,5,4,3,4,2,4,1,4,5,4,4,4,3,2,2,3,4,4,1,3,2,1,,2,2,4,2,2,4,4,3,2,4,3,1,2,3,3,2,4,4,3,3,4,1,3,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen wakes up in the morning and eats breakfast and drinks some coffee, and then runs some errands. She spends some downtime reading or watching tv before having dinner with her family and getting ready to go to bed.",2,,3,4,2,4,4,3,2,2,3,3,4,4,5,4,3,4,2,2,3,4,2,2,4,4,,,,,,,5,5,0,6,5,5,1,1,1,2,49,54,21,2,,3,24,6,,1,,1,,1,,73.83.133.9
201,479,10/21/2020 17:10,35.16610718,-120.4651031,1,1,1,5add3b1c066c510001d41eb6,2,1,4,2,1,2,4,4,2,2,3,2,3,4,4,2,4,2,3,5,5,2,3,2,2,,2,5,2,4,3,3,4,2,3,3,4,2,3,2,2,3,3,2,4,4,4,2,5,4,1,,2,2,3,2,1,4,4,2,2,4,4,2,2,4,2,2,4,3,1,3,5,1,5,2,2,,,"She's a stay at home mom, for two kids. She spends her day cleaning and cooking and looking after the kids when they are home. She lives in a nice'ish house but isn't very wealthy. Her husband works a blue collar job.",1,1,,2,5,2,2,4,2,1,2,1,2,4,4,5,3,4,2,4,2,4,3,4,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,8,5,3,1,1,1,2,45,54,23,1,,5,24,6,,1,,1,,1,,47.6.178.66
202,434,10/21/2020 17:10,38.56820679,-89.89649963,1,1,1,5d82dce291fa480016305897,4,4,2,2,4,4,3,1,2,4,4,3,2,3,4,1,1,3,4,4,3,3,3,4,2,,4,5,3,3,2,4,5,2,3,2,2,3,4,4,5,4,3,2,2,4,3,2,2,2,,2,4,3,3,2,3,2,4,3,5,5,4,3,2,3,4,3,5,3,3,3,4,4,3,4,1,,,Jennifer is a single mom with 2 children she is taking care of. She seems kind of happy with life but seems unhappy about the way that things are currently going politically. ,1,1,,3,2,4,1,4,4,4,4,4,4,3,1,3,4,3,5,3,3,3,2,3,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,6,6,3,2,,,,,,,3,3,3,6,40,63,20,2,,3,22,6,,1,,1,,1,,174.234.140.223
203,540,10/21/2020 17:10,28.86839294,-96.9960022,1,1,1,5e6cd7d5e1924c2888545bbb,4,4,2,4,4,3,3,2,4,3,3,2,4,3,4,3,2,2,4,4,4,1,1,1,2,,3,4,2,3,4,2,2,3,3,2,3,4,4,4,4,4,3,2,3,4,4,2,2,3,1,,2,1,3,2,1,3,5,3,3,3,3,1,2,1,1,3,4,4,2,1,3,3,5,3,2,,,There is no possible way I could know that from a picture. A person's thoughts and actions cannot be predicted from a snapshot in time.,5,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,3,5,1,2,2,3,2,40,61,37,1,,4,22,6,,1,,1,,1,,74.192.72.119
